Entry	Entry Name	Protein names	Gene Names	Length	Pfam	InterPro	Domain [FT]
P71707	PBP1A_MYCTU	Penicillin-binding protein 1A (PBP-1A) (Penicillin-binding protein 1*) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.99.28) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	ponA1 Rv0050 MTCY21D4.13	820	PF00912;PF00905;	IPR012338;IPR001264;IPR050396;IPR023346;IPR036950;IPR001460;	
P71716	MBTA_MYCTU	Salicyl-AMP ligase / salicyl-S-ArCP synthetase (EC 6.2.1.-) (Mycobactin biosynthesis protein MbtA) (Salicyl-AMP ligase) (Sal-AMP ligase) (EC 2.7.7.-) (Salicyl-S-ArCP synthetase)	mbtA Rv2384	565	PF00501;PF13193;	IPR025110;IPR045851;IPR000873;IPR042099;IPR050237;	
P71778	LIPL_MYCTU	Esterase/beta-lactamase LipL (EC 3.1.1.-) (EC 3.5.2.6)	lipL Rv1497	429	PF00144;	IPR001466;IPR012338;IPR052907;	
P71857	CHSE1_MYCTU	Acyl-CoA dehydrogenase FadE28 (ACAD) (EC 1.3.99.-) (3-oxo-23,24-bisnorchol-4-en-22-oyl-CoA dehydrogenase alpha subunit) (3-oxo-4-pregnene-20-carboxyl-CoA dehydrogenase alpha subunit)	fadE28 Rv3544c	339	PF00441;PF02771;	IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;	
P71858	CHSE2_MYCTU	Acyl-CoA dehydrogenase FadE29 (ACAD) (EC 1.3.99.-) (3-oxo-23,24-bisnorchol-4-en-22-oyl-CoA dehydrogenase beta subunit) (3-oxo-4-pregnene-20-carboxyl-CoA dehydrogenase beta subunit)	fadE29 Rv3543c	387	PF00441;PF02770;PF02771;	IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052161;	
P71875	KSHA_MYCTU	3-ketosteroid-9-alpha-monooxygenase, oxygenase component (3-ketosteroid-9-alpha-hydroxylase, oxygenase component) (KSH) (Androsta-1,4-diene-3,17-dione 9-alpha-hydroxylase) (EC 1.14.15.30) (Rieske-type oxygenase) (RO)	kshA Rv3526	386	PF19298;PF00355;	IPR050584;IPR045605;IPR017941;IPR036922;	DOMAIN 26..128; /note="Rieske"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00628"
P71905	RNE_MYCTU	Ribonuclease E (RNase E) (EC 3.1.26.12)	rne Rv2444c	953	PF10150;	IPR012340;IPR019307;IPR004659;IPR003029;	DOMAIN 376..453; /note="S1 motif"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00180"
P95125	LIPN_MYCTU	Carboxylic ester hydrolase LipN (EC 3.1.1.-)	lipN Rv2970c	376	PF07859;	IPR013094;IPR029058;IPR050300;	
P95141	FAA29_MYCTU	4-hydroxyphenylalkanoate adenylyltransferase (EC 6.2.1.51) (Acyl-AMP synthase) (FAAL29) (Long-chain-fatty-acid--AMP ligase FadD29) (FAAL)	fadD29 Rv2950c	619	PF00501;PF23024;	IPR025110;IPR045851;IPR000873;IPR042099;IPR040097;	
P95160	NDH_MYCTU	Type II NADH:quinone oxidoreductase Ndh (EC 1.6.5.9) (Type II NADH dehydrogenase Ndh)	ndh Rv1854c	463	PF07992;	IPR036188;IPR023753;IPR045024;	
P95200	NDHA_MYCTU	Type II NADH:quinone oxidoreductase NdhA (EC 1.6.5.9) (Type II NADH dehydrogenase NdhA)	ndhA Rv0392c	470	PF07992;	IPR036188;IPR023753;IPR045024;	
P96202	PPSC_MYCTU	Phenolphthiocerol/phthiocerol polyketide synthase subunit C (EC 2.3.1.292) ((Phenol)carboxyphthiodiolenone synthase subunit C) (Beta-ketoacyl-acyl-carrier-protein synthase I) (Phthiocerol synthesis polyketide synthase type I PpsC)	ppsC Rv2933	2188	PF00698;PF08240;PF13602;PF00109;PF02801;PF08659;PF21089;PF00550;PF14765;	IPR001227;IPR036736;IPR014043;IPR016035;IPR013154;IPR011032;IPR018201;IPR014031;IPR014030;IPR016036;IPR036291;IPR020841;IPR042104;IPR020807;IPR049551;IPR049552;IPR020843;IPR013968;IPR049900;IPR050091;IPR020806;IPR009081;IPR006162;IPR016039;	DOMAIN 34..462; /note="Ketosynthase family 3 (KS3)"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01348"; DOMAIN 928..1223; /note="PKS/mFAS DH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01363"; DOMAIN 2069..2145; /note="Carrier"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00258"
P96264	LPQL_MYCTU	Probable lipoprotein aminopeptidase LpqL (EC 3.4.11.1) (Leucine aminopeptidase) (Lipoprotein LpqL)	lpqL Rv0418	500	PF02225;PF04389;	IPR045175;IPR041756;IPR046450;IPR003137;IPR007484;	DOMAIN 140..231; /note="PA"; /evidence="ECO:0000255"
P96368	TRCS_MYCTU	Sensor histidine kinase TrcS (EC 2.7.13.3) (Tuberculosis regulatory component sensor)	trcS Rv1032c	509	PF02518;PF00512;	IPR003660;IPR036890;IPR005467;IPR003661;IPR036097;IPR004358;IPR050428;	DOMAIN 207..269; /note="HAMP"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00102"; DOMAIN 284..502; /note="Histidine kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00107"
P96379	MAZG_MYCTU	Nucleoside triphosphate pyrophosphohydrolase (NTP-PPase) (EC 3.6.1.8)	mazG Rv1021	325	PF03819;	IPR004518;IPR048015;IPR011551;	
P96890	ACCA3_MYCTU	Biotin-dependent acyl-coenzyme A carboxylase alpha3 subunit [Includes: Biotin carboxylase (BC) (EC 6.3.4.14); Biotin carboxyl carrier protein (BCCP)]	accA3 Rv3285	600	PF02785;PF00289;PF00364;PF02786;	IPR011761;IPR013815;IPR005481;IPR001882;IPR050856;IPR011764;IPR005482;IPR000089;IPR005479;IPR016185;IPR011054;IPR011053;	DOMAIN 11..455; /note="Biotin carboxylation"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00969"; DOMAIN 130..327; /note="ATP-grasp"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00409, ECO:0000255|PROSITE-ProRule:PRU00969"; DOMAIN 524..600; /note="Biotinyl-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01066"
P9WF09	RELK_MYCTU	Toxin RelK (EC 3.1.-.-) (Endoribonuclease YoeB) (Putative mRNA interferase RelE3) (Putative mRNA interferase YoeB) (Toxin YoeB)	relK relE3 yoeB Rv3358 MTV004.15	85	PF06769;	IPR035093;IPR009614;	
P9WF39	WHIB4_MYCTU	Transcriptional regulator WhiB4	whiB4 Rv3681c	118	PF02467;	IPR034768;IPR003482;	DOMAIN 36..92; /note="4Fe-4S Wbl-type"
P9WF41	WHIB3_MYCTU	Redox- and pH-responsive transcriptional regulator WhiB3	whiB3 Rv3416	102	PF02467;	IPR034768;IPR003482;	DOMAIN 22..86; /note="4Fe-4S Wbl-type"
P9WF43	WHIB1_MYCTU	Transcriptional regulator WhiB1	whiB1 Rv3219	84	PF02467;	IPR034768;IPR003482;	DOMAIN 8..70; /note="4Fe-4S Wbl-type"
P9WF97	VPC15_MYCTU	Ribonuclease VapC15 (RNase VapC15) (EC 3.1.-.-) (Toxin VapC15)	vapC15 Rv2010 MTCY39.07c	132	PF01850;	IPR029060;IPR002716;IPR051749;IPR022907;	DOMAIN 1..121; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"
P9WFD7	Y2623_MYCTU	Universal stress protein Rv2623 (USP Rv2623)	Rv2623 TB31.7	297	PF00582;	IPR014729;IPR006015;IPR006016;	
P9WFF1	URE1_MYCTU	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	ureC Rv1850 MTCY359.23c	577	PF01979;PF00449;	IPR006680;IPR011059;IPR032466;IPR011612;IPR050112;IPR017950;IPR005848;IPR017951;IPR029754;	DOMAIN 136..577; /note="Urease"; /evidence="ECO:0000255|HAMAP-Rule:MF_01953"
P9WFF5	ZFPP_MYCTU	(2Z,6E)-farnesyl diphosphate synthase (EC 2.5.1.68) (Short-chain Z-isoprenyl diphosphate synthase) (Z-FPP synthase) (Z-FPPS) (Z-Polyprenyl diphosphate synthase) (Z-isoprenyl diphosphate synthase)	Rv1086 MTV017.39	262	PF01255;	IPR001441;IPR018520;IPR036424;	
P9WFF7	DPDS_MYCTU	Decaprenyl diphosphate synthase (DecaPP) (EC 2.5.1.86) (EC 2.5.1.87) (Decaprenyl pyrophosphate synthase) (Long-chain isoprenyl diphosphate synthase) (Trans,polycis-decaprenyl diphosphate synthase)	uppS Rv2361c MTCY27.19	296	PF01255;	IPR001441;IPR018520;IPR036424;	
P9WFK7	EIS_MYCTU	N-acetyltransferase Eis (EC 2.3.1.-) (Aminoglycoside N-acetyltransferase) (Enhanced intracellular survival protein) (Protein-lysine N-acetyltransferase)	eis Rv2416c MTCY253.04	402	PF17668;PF13527;PF13530;	IPR041380;IPR051554;IPR016181;IPR025559;IPR000182;IPR022902;IPR036527;	DOMAIN 3..154; /note="N-acetyltransferase"
P9WFR5	DPPRS_MYCTU	Decaprenyl-phosphate phosphoribosyltransferase (EC 2.4.2.45) (5-phospho-alpha-D-ribose-1-diphosphate:decaprenyl-phosphate 5-phosphoribosyltransferase) (DPPR synthase)	Rv3806c	302	PF01040;	IPR000537;IPR044878;	
P9WFR9	TYSY_MYCTU	Thymidylate synthase ThyA (TS) (TSase) (EC 2.1.1.45)	thyA Rv2764c MTV002.29c	266	PF00303;	IPR045097;IPR023451;IPR036926;IPR000398;IPR020940;	
P9WFU7	LYSX_MYCTU	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX [Includes: Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS); Phosphatidylglycerol lysyltransferase (EC 2.3.2.3) (Lysylphosphatidylglycerol synthetase) (LPG synthetase)]	lysX lysS2 lysU mprF Rv1640c MTCY06H11.04c	1172	PF09924;PF00152;PF16995;PF01336;	IPR004364;IPR006195;IPR045864;IPR024320;IPR002313;IPR044136;IPR018149;IPR012340;IPR004365;IPR031553;	
P9WFV7	SYG_MYCTU	Glycine--tRNA ligase (EC 6.1.1.14) (Glycyl-tRNA synthetase) (GlyRS)	glyQS glyS Rv2357c MTCY27.23 MTCY98.26	463	PF03129;PF00587;	IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR027031;IPR022961;IPR033731;IPR002315;	
P9WFX1	MBTI_MYCTU	Salicylate synthase (Chorismate mutase) (CM) (EC 5.4.99.5) (Isochorismate synthase/isochorismate lyase) (EC 4.2.99.21, EC 5.4.4.2) (Mycobactin synthase protein)	mbtI trpE2 Rv2386c	450	PF00425;	IPR005801;IPR019999;IPR015890;IPR019996;	
P9WFZ5	OTSB_MYCTU	Trehalose-phosphate phosphatase (TPP) (EC 3.1.3.12) (Trehalose-6-phosphate phosphatase)	otsB otsB2 Rv3372	391	PF02358;	IPR036412;IPR006379;IPR023214;IPR044651;IPR003337;	
P9WG25	TKT_MYCTU	Transketolase (TK) (EC 2.2.1.1)	tkt Rv1449c MTCY493.05	700	PF02779;PF22613;PF00456;	IPR029061;IPR009014;IPR055152;IPR005475;IPR005478;IPR020826;IPR049557;IPR033247;IPR005474;	
P9WG27	RPFD_MYCTU	Resuscitation-promoting factor RpfD (EC 3.-.-.-)	rpfD Rv2389c MTCY253.32	154	PF06737;	IPR023346;IPR010618;	
P9WG29	RPFB_MYCTU	Resuscitation-promoting factor RpfB (EC 3.-.-.-)	rpfB Rv1009 MTC1237.26	362	PF03990;PF07501;PF06737;	IPR007137;IPR011098;IPR023346;IPR051933;IPR010618;	DOMAIN 192..272; /note="G5"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00437"
P9WG35	TPX_MYCTU	Thiol peroxidase (Tpx) (EC 1.11.1.24) (Peroxiredoxin tpx) (Prx) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin)	tpx Rv1932 MTCY09F9.32c	165	PF08534;	IPR013740;IPR036249;IPR013766;IPR002065;IPR018219;IPR050455;	DOMAIN 18..165; /note="Thioredoxin"; /evidence="ECO:0000255|HAMAP-Rule:MF_00269"
P9WG39	ILVG_MYCTU	Acetolactate synthase large subunit IlvG (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (AHAS)	ilvG Rv1820 MTCY1A11.23c	547	PF02775;PF00205;PF02776;	IPR029035;IPR029061;IPR012000;IPR012001;IPR000399;IPR045229;IPR011766;	
P9WG41	ILVB1_MYCTU	Acetolactate synthase large subunit IlvB1 (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase large subunit) (AHAS)	ilvB1 Rv3003c MTV012.17c	618	PF02775;PF00205;PF02776;	IPR012846;IPR039368;IPR029035;IPR029061;IPR012000;IPR012001;IPR000399;IPR045229;IPR011766;	
P9WG43	TPIS_MYCTU	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi Rv1438 MTCY493.16c	261	PF00121;	IPR013785;IPR035990;IPR022896;IPR000652;IPR020861;	
P9WG45	GYRB_MYCTU	DNA gyrase subunit B (EC 5.6.2.2)	gyrB Rv0005 MTCY10H4.03	675	PF00204;PF00986;PF02518;PF01751;	IPR002288;IPR011557;IPR036890;IPR020568;IPR014721;IPR001241;IPR013760;IPR000565;IPR013759;IPR013506;IPR018522;IPR006171;IPR034160;	DOMAIN 453..567; /note="Toprim"; /evidence="ECO:0000255|HAMAP-Rule:MF_01898"
P9WG47	GYRA_MYCTU	DNA gyrase subunit A (EC 5.6.2.2) (Type IIA topoisomerase subunit GyrA)	gyrA Rv0006 MTCY10H4.04	838	PF03989;PF00521;	IPR005743;IPR006691;IPR035516;IPR013760;IPR013758;IPR013757;IPR002205;IPR050220;	DOMAIN 41..510; /note="Topo IIA-type catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01384"; DOMAIN 504..516; /note="EF-hand"; /evidence="ECO:0000305|PubMed:22844097"
P9WG49	TOP1_MYCTU	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I) (Omega-protein) (Relaxing enzyme) (Swivelase) (Untwisting enzyme)	topA Rv3646c MTCY15C10.06	934	PF01131;PF01751;PF13368;	IPR000380;IPR003601;IPR023406;IPR013497;IPR013824;IPR013825;IPR013826;IPR023405;IPR003602;IPR005733;IPR028612;IPR025589;IPR006171;IPR034149;	DOMAIN 18..142; /note="Toprim"; /evidence="ECO:0000255|HAMAP-Rule:MF_00952"; DOMAIN 157..616; /note="Topo IA-type catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01383"
P9WG57	THYX_MYCTU	Flavin-dependent thymidylate synthase (FDTS) (EC 2.1.1.148) (FAD-dependent thymidylate synthase) (Thymidylate synthase ThyX) (TS) (TSase)	thyX Rv2754c MTV002.19c	250	PF02511;	IPR003669;IPR036098;	DOMAIN 7..233; /note="ThyX"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00661"
P9WG59	THRC_MYCTU	Threonine synthase (TS) (EC 4.2.3.1)	thrC Rv1295 MTCY373.15	360	PF00291;	IPR050147;IPR000634;IPR004450;IPR026260;IPR001926;IPR036052;	
P9WG67	THIO_MYCTU	Thioredoxin (Trx) (MPT46)	trxA trx trxC Rv3914 MTV028.05	116	PF00085;	IPR005746;IPR036249;IPR017937;IPR013766;	DOMAIN 2..113; /note="Thioredoxin"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00691"
P9WGB7	METB_MYCTU	Cystathionine gamma-synthase (CGS) (EC 2.5.1.48) (O-succinylhomoserine (thiol)-lyase)	metB Rv1079 MTV017.32	388	PF01053;	IPR000277;IPR054542;IPR015424;IPR015421;IPR015422;	
P9WGD7	SRP54_MYCTU	Signal recognition particle protein (SRP) (EC 3.6.5.4) (Fifty-four homolog)	ffh Rv2916c MTCY338.04c	525	PF00448;PF02881;PF02978;	IPR003593;IPR027417;IPR036891;IPR013822;IPR004125;IPR004780;IPR022941;IPR000897;IPR042101;	
P9WGD9	FTSY_MYCTU	Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4)	ftsY Rv2921c MTCY338.10c	422	PF00448;PF02881;	IPR003593;IPR027417;IPR013822;IPR004390;IPR036225;IPR000897;IPR042101;	
P9WGE7	SODF_MYCTU	Superoxide dismutase [Fe] (EC 1.15.1.1)	sodB sod sodA Rv3846 MTCY01A6.22c	207	PF02777;PF00081;	IPR050265;IPR001189;IPR019833;IPR019832;IPR019831;IPR036324;IPR036314;	
P9WGE9	SODC_MYCTU	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	sodC Rv0432 MTCY22G10.29	240	PF00080;	IPR036423;IPR024134;IPR018152;IPR001424;	
P9WGG1	GMHA_MYCTU	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA lpcA Rv0113 MTV031.07	196	PF13580;	IPR035461;IPR004515;IPR001347;IPR046348;IPR050099;	DOMAIN 38..196; /note="SIS"; /evidence="ECO:0000255|HAMAP-Rule:MF_00067"
P9WGG3	NPD_MYCTU	NAD-dependent protein deacylase (EC 2.3.1.286) (Regulatory protein SIR2 homolog)	cobB sir2 Rv1151c MTCI65.18c	237	PF02146;	IPR029035;IPR050134;IPR003000;IPR026591;IPR027546;IPR026590;	DOMAIN 1..235; /note="Deacetylase sirtuin-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00236"
P9WGG7	SIGE_MYCTU	ECF RNA polymerase sigma factor SigE (ECF sigma factor SigE) (Alternative RNA polymerase sigma factor SigE) (RNA polymerase sigma-E factor) (Sigma-E factor)	sigE Rv1221	257	PF04542;PF08281;	IPR039425;IPR014284;IPR007627;IPR013249;IPR013325;IPR013324;IPR036388;	
P9WGH1	RPSC_MYCTU	ECF RNA polymerase sigma factor SigC (ECF sigma factor SigC) (Alternative RNA polymerase sigma factor SigC) (RNA polymerase sigma-C factor) (Sigma-C factor)	sigC Rv2069 MTCY49.08	185	PF04542;PF08281;	IPR039425;IPR014284;IPR000838;IPR007627;IPR013249;IPR013325;IPR013324;IPR036388;	
P9WGH9	SIGH_MYCTU	ECF RNA polymerase sigma factor SigH (ECF sigma factor SigH) (Alternative RNA polymerase sigma factor SigH) (RNA polymerase sigma-H factor) (Sigma-H factor)	sigH rpoE Rv3223c MTCY07D11.03	216	PF04542;PF08281;	IPR039425;IPR014284;IPR014293;IPR000838;IPR007627;IPR013249;IPR013325;IPR013324;IPR036388;	
P9WGI1	SIGA_MYCTU	RNA polymerase sigma factor SigA (Sigma-A)	sigA mysA rpoD rpoV Rv2703 MTCY05A6.24	528	PF00140;PF04542;PF04539;PF04545;	IPR014284;IPR000943;IPR009042;IPR007627;IPR007624;IPR007630;IPR013325;IPR013324;IPR012760;IPR050239;IPR028630;IPR036388;	
P9WGI3	SIGF_MYCTU	RNA polymerase sigma factor SigF (Sigma factor SigF) (Alternative RNA polymerase sigma factor SigF) (RNA polymerase sigma-F factor) (Sigma-F factor) (Stress response/stationary phase sigma factor SigF)	sigF Rv3286c	261	PF04542;PF04539;PF04545;	IPR014284;IPR014322;IPR000943;IPR007627;IPR007624;IPR007630;IPR013325;IPR013324;IPR036388;	
P9WGI5	SIGB_MYCTU	RNA polymerase sigma factor SigB	sigB mysB Rv2710	323	PF00140;PF04542;PF04539;PF04545;	IPR014284;IPR000943;IPR009042;IPR007627;IPR007624;IPR007630;IPR013325;IPR013324;IPR050239;IPR036388;	
P9WGI7	GLYA2_MYCTU	Serine hydroxymethyltransferase 2 (SHM2) (SHMT 2) (Serine methylase 2) (EC 2.1.2.1)	glyA2 Rv0070c MTV030.13c	425	PF00464;	IPR015424;IPR015421;IPR015422;IPR001085;IPR049943;IPR019798;IPR039429;	
P9WGI9	GLYA1_MYCTU	Serine hydroxymethyltransferase 1 (SHM1) (SHMT 1) (Serine methylase 1) (EC 2.1.2.1)	glyA1 glyA Rv1093 MTV017.46	438	PF00464;	IPR015424;IPR015421;IPR015422;IPR001085;IPR049943;IPR019798;IPR039429;	
P9WGJ9	EMBR_MYCTU	Transcriptional regulatory protein EmbR	embR Rv1267c MTCY50.15	388	PF03704;PF00498;PF00486;	IPR051677;IPR005158;IPR000253;IPR001867;IPR016032;IPR008984;IPR011990;IPR036388;	DOMAIN 308..357; /note="FHA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00086"
P9WGK1	DOST_MYCTU	Oxygen sensor histidine kinase response regulator DosT (EC 2.7.13.3)	dosT Rv2027c	573	PF13185;PF13492;PF02518;PF07730;	IPR003018;IPR029016;IPR036890;IPR050482;IPR011712;	DOMAIN 61..198; /note="GAF 1"; DOMAIN 229..366; /note="GAF 2"; DOMAIN 380..573; /note="Histidine kinase"; /evidence="ECO:0000305"
P9WGK3	DEVS_MYCTU	Oxygen sensor histidine kinase response regulator DevS/DosS (EC 2.7.13.3)	devS dosS Rv3132c	578	PF13185;PF02518;PF07730;	IPR003018;IPR029016;IPR036890;IPR005467;IPR050482;IPR011712;	DOMAIN 63..200; /note="GAF 1"; DOMAIN 231..369; /note="GAF 2"; DOMAIN 383..578; /note="Histidine kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00107"
P9WGK5	SENX3_MYCTU	Sensor-like histidine kinase SenX3 (EC 2.7.13.3)	senX3 Rv0490 MTCY20G9.16	410	PF02518;PF00512;	IPR050351;IPR036890;IPR005467;IPR003661;IPR036097;IPR004358;	DOMAIN 164..380; /note="Histidine kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00107"
P9WGK9	MTRB_MYCTU	Sensor histidine kinase MtrB (EC 2.7.13.3)	mtrB Rv3245c MTCY20B11.20c	567	PF00672;PF02518;PF00512;	IPR003660;IPR036890;IPR005467;IPR003661;IPR036097;IPR047669;IPR004358;	DOMAIN 235..287; /note="HAMP"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00102"; DOMAIN 302..519; /note="Histidine kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00107"
P9WGL1	MPRB_MYCTU	Signal transduction histidine-protein kinase/phosphatase MprB (EC 2.7.13.3) (EC 3.1.3.-) (Mycobacterial persistence regulator B)	mprB Rv0982	504	PF00672;PF02518;PF00512;	IPR050980;IPR003660;IPR036890;IPR005467;IPR003661;IPR036097;IPR004358;	DOMAIN 186..238; /note="HAMP"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00102"; DOMAIN 246..466; /note="Histidine kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00107"
P9WGL3	KDPD_MYCTU	Sensor protein KdpD (EC 2.7.13.3)	kdpD Rv1028c MTCY10G2.21	860	PF13493;PF02518;PF00512;PF02702;PF00582;	IPR036890;IPR005467;IPR003661;IPR036097;IPR052023;IPR038318;IPR025201;IPR027417;IPR014729;IPR004358;IPR003852;IPR006016;	DOMAIN 639..857; /note="Histidine kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00107"
P9WGL5	PDTAS_MYCTU	Sensor histidine kinase PdtaS (EC 2.7.13.3) (c-di-GMP sensing sensor histidine kinase PdtaS)	pdtaS Rv3220c	501	PF12282;PF02518;PF07568;	IPR038424;IPR036890;IPR005467;IPR035965;IPR022066;IPR011495;	DOMAIN 300..495; /note="Histidine kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00107"
P9WGL9	REGX3_MYCTU	Sensory transduction protein RegX3	regX3 Rv0491 MTCY20G9.17	227	PF00072;PF00486;	IPR011006;IPR001867;IPR016032;IPR001789;IPR039420;IPR036388;	DOMAIN 3..116; /note="Response regulatory"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00169"
P9WGM1	PRRA_MYCTU	Transcriptional regulatory protein PrrA	prrA Rv0903c MTCY31.31c	233	PF00072;PF00486;	IPR011006;IPR001867;IPR001789;IPR039420;IPR036388;	DOMAIN 9..123; /note="Response regulatory"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00169"
P9WGM3	PDTAR_MYCTU	Transcriptional regulatory protein PdtaR	pdtaR Rv1626	205	PF03861;PF00072;	IPR005561;IPR011006;IPR048029;IPR008327;IPR001789;IPR036388;	DOMAIN 15..129; /note="Response regulatory"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00169"; DOMAIN 135..196; /note="ANTAR"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00308"
P9WGM7	MTRA_MYCTU	DNA-binding response regulator MtrA	mtrA Rv3246c MTCY20B11.21c	228	PF00072;PF00486;	IPR011006;IPR047673;IPR047671;IPR001867;IPR001789;IPR039420;IPR036388;	DOMAIN 7..120; /note="Response regulatory"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00169"
P9WGM9	MPRA_MYCTU	Response regulator MprA (Mycobacterial persistence regulator A)	mprA Rv0981	230	PF00072;PF00486;	IPR011006;IPR001867;IPR001789;IPR039420;IPR036388;	DOMAIN 4..118; /note="Response regulatory"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00169"
P9WGP3	SECA2_MYCTU	Protein translocase subunit SecA 2 (EC 7.4.2.8)	secA2 Rv1821 MTCY1A11.22c	808	PF21090;PF07517;PF01043;PF07516;	IPR014001;IPR001650;IPR027417;IPR000185;IPR026389;IPR020937;IPR011115;IPR014018;IPR011130;IPR044722;IPR011116;IPR036266;IPR036670;	
P9WGP5	SECA1_MYCTU	Protein translocase subunit SecA 1 (tbSecA) (EC 7.4.2.8)	secA1 Rv3240c MTCY20B11.15c	949	PF21090;PF07517;PF01043;PF07516;	IPR014001;IPR001650;IPR027417;IPR000185;IPR020937;IPR011115;IPR014018;IPR011130;IPR044722;IPR011116;IPR036266;IPR036670;	
P9WGR1	INHA_MYCTU	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (Enoyl-ACP reductase) (EC 1.3.1.9) (FAS-II enoyl-ACP reductase) (NADH-dependent 2-trans-enoyl-ACP reductase)	inhA Rv1484 MTCY277.05	269	PF13561;	IPR014358;IPR053410;IPR036291;IPR002347;	
P9WGS9	DPRE2_MYCTU	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase (EC 1.1.1.333) (Decaprenyl-phospho-2'-keto-D-arabinose reductase) (Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase) (Decaprenylphosphoryl-beta-D-ribofuranose 2'-epimerase subunit DprE2) (Decaprenyl-phosphoribose 2'-epimerase subunit 2) (NAD-dependent decaprenylphosphoryl-D-2-keto-erythropentose reductase)	dprE2 Rv3791 MTCY13D12.25	254	PF00106;	IPR036291;IPR020904;IPR002347;	
P9WGT1	HSD_MYCTU	3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase (EC 1.1.1.53) (NADH-dependent 3alpha, 20beta-hydroxysteroid dehydrogenase)	fabG3 Rv2002 MTCY39.16c	260	PF13561;	IPR036291;IPR020904;IPR002347;	
P9WGT3	MABA_MYCTU	3-oxoacyl-[acyl-carrier-protein] reductase MabA (EC 1.1.1.100) (3-ketoacyl reductase) (3-ketoacyl-acyl carrier protein reductase) (Acetoacetyl-CoA reductase) (EC 1.1.1.36) (Beta-ketoacyl-acyl carrier protein reductase) (Beta-ketoacyl-ACP reductase) (Mycolic acid biosynthesis A)	mabA fabG1 Rv1483 MTCY277.04	247	PF13561;	IPR053419;IPR036291;IPR020904;IPR050259;IPR002347;	
P9WGT7	PSTS3_MYCTU	Phosphate-binding protein PstS 3 (PBP 3) (PstS-3) (Antigen Ag88)	pstS3 phoS2 Rv0928 MTCY21C12.22	370	PF12849;	IPR005673;IPR024370;IPR050962;	
